0.000000   -1439.361563  1635.110187   -3074.471751
10.000000   -1439.378114  1441.948700   -2881.326814
20.000000   -1439.376592  1437.249621   -2876.626213
30.000000   -1439.374668  1434.969238   -2874.343906
40.000000   -1439.372378  1433.507887   -2872.880265
50.000000   -1439.369732  1432.468483   -2871.838216
60.000000   -1439.366726  1431.696747   -2871.063474
70.000000   -1439.363343  1431.118077   -2870.481420
80.000000   -1439.359559  1430.691578   -2870.051137
90.000000   -1439.355339  1430.393215   -2869.748554
100.000000   -1439.350636  1430.208553   -2869.559188
110.000000   -1140.939321  1728.545669   -2869.484990
120.000000   -1140.894827  1728.541480   -2869.436307
130.000000   -1140.644626  1728.587420   -2869.232046
140.000000   -1140.294938  1728.660199   -2868.955137
150.000000   -1139.940001  1728.737369   -2868.677370
160.000000   -1139.625064  1728.805063   -2868.430127
170.000000   -1139.360916  1728.855797   -2868.216712
180.000000   -1139.143622  1728.885409   -2868.029031
190.000000   -1138.965243  1728.891385   -2867.856628
200.000000   -1138.817964  1728.872088   -2867.690052
210.000000   -1138.695265  1728.826397   -2867.521662
220.000000   -1138.592016  1728.753516   -2867.345532
230.000000   -1138.504264  1728.652870   -2867.157134
240.000000   -1138.428973  1728.524034   -2866.953008
250.000000   -1138.363805  1728.366696   -2866.730501
260.000000   -1138.306944  1728.180619   -2866.487563
270.000000   -1138.256966  1727.965630   -2866.222596
280.000000   -1138.212747  1727.721600   -2865.934346
290.000000   -1138.173385  1727.448436   -2865.621820
300.000000   -1138.138156  1727.146072   -2865.284228
310.000000   -1138.106468  1726.814468   -2864.920935
320.000000   -1138.077835  1726.453599   -2864.531435
330.000000   -1138.051858  1726.063460   -2864.115318
340.000000   -1138.028199  1725.644056   -2863.672254
350.000000   -1138.006577  1725.195405   -2863.201981
360.000000   -1137.986754  1724.717535   -2862.704289
370.000000   -1137.968527  1724.210483   -2862.179011
380.000000   -1137.951723  1723.674296   -2861.626020
390.000000   -1137.936192  1723.109027   -2861.045219
400.000000   -1137.921805  1722.514734   -2860.436539
410.000000   -1137.908449  1721.891486   -2859.799935
420.000000   -1137.896025  1721.239354   -2859.135380
430.000000   -1137.884449  1720.558417   -2858.442866
440.000000   -1137.873643  1719.848759   -2857.722402
450.000000   -1137.863541  1719.110469   -2856.974009
460.000000   -1137.854083  1718.343640   -2856.197723
470.000000   -1137.845216  1717.548371   -2855.393587
480.000000   -1137.836893  1716.724767   -2854.561660
490.000000   -1137.829071  1715.872934   -2853.702005
500.000000   -1137.821712  1714.992986   -2852.814698
510.000000   -1137.814783  1714.085038   -2851.899821
520.000000   -1137.808250  1713.149212   -2850.957463
530.000000   -1137.802088  1712.185632   -2849.987720
540.000000   -1137.796270  1711.194428   -2848.990697
550.000000   -1137.790772  1710.175731   -2847.966503
560.000000   -1137.785574  1709.129677   -2846.915252
570.000000   -1137.780657  1708.056408   -2845.837065
580.000000   -1137.776002  1706.956067   -2844.732069
590.000000   -1137.771593  1705.828800   -2843.600393
600.000000   -1137.767416  1704.674759   -2842.442175
610.000000   -1137.763456  1703.494097   -2841.257553
620.000000   -1137.759701  1702.286972   -2840.046673
630.000000   -1137.756139  1701.053545   -2838.809684
640.000000   -1137.752759  1699.793978   -2837.546737
650.000000   -1137.749552  1698.508440   -2836.257991
660.000000   -1137.746507  1697.197099   -2834.943606
670.000000   -1137.743616  1695.860129   -2833.603745
680.000000   -1137.740871  1694.497705   -2832.238576
690.000000   -1137.738265  1693.110007   -2830.848271
700.000000   -1137.735789  1691.697214   -2829.433004
710.000000   -1137.733439  1690.259512   -2827.992951
720.000000   -1137.731207  1688.797086   -2826.528294
730.000000   -1137.729088  1687.310127   -2825.039215
740.000000   -1137.727077  1685.798825   -2823.525902
750.000000   -1137.725167  1684.263375   -2821.988542
760.000000   -1137.723355  1682.703973   -2820.427328
770.000000   -1137.721636  1681.120818   -2818.842455
780.000000   -1137.720006  1679.514111   -2817.234117
790.000000   -1137.718461  1677.884055   -2815.602516
800.000000   -1137.716996  1676.230855   -2813.947851
810.000000   -1137.715609  1674.554718   -2812.270327
820.000000   -1137.714296  1672.855854   -2810.570150
830.000000   -1137.713053  1671.134474   -2808.847527
840.000000   -1137.711879  1669.390790   -2807.102668
850.000000   -1137.710769  1667.625017   -2805.335785
860.000000   -1137.709721  1665.837371   -2803.547092
870.000000   -1137.708732  1664.028071   -2801.736803
880.000000   -1137.707801  1662.197335   -2799.905136
890.000000   -1137.706924  1660.345385   -2798.052309
900.000000   -1137.706099  1658.472444   -2796.178543
910.000000   -1137.705325  1656.578734   -2794.284059
920.000000   -1137.704599  1654.664481   -2792.369080
930.000000   -1137.703919  1652.729912   -2790.433831
940.000000   -1137.703283  1650.775253   -2788.478536
950.000000   -1137.702690  1648.800734   -2786.503424
960.000000   -1137.702137  1646.806584   -2784.508721
970.000000   -1137.701624  1644.793033   -2782.494657
980.000000   -1137.701148  1642.760313   -2780.461461
990.000000   -1137.700709  1640.708656   -2778.409365
1000.000000   -1137.700304  1638.638296   -2776.338600
1010.000000   -1137.699932  1636.549467   -2774.249398
1020.000000   -1137.699592  1634.442402   -2772.141994
1030.000000   -1137.699282  1632.317337   -2770.016620
1040.000000   -1137.699002  1630.174508   -2767.873510
1050.000000   -1137.698750  1628.014152   -2765.712901
1060.000000   -1137.698525  1625.836503   -2763.535028
1070.000000   -1137.698325  1623.641801   -2761.340126
1080.000000   -1137.698150  1621.430281   -2759.128432
1090.000000   -1137.697999  1619.202183   -2756.900181
1100.000000   -1137.697870  1616.957742   -2754.655612
